multiply 75057.55 69494.79| Result = 5216108675.164499
divide -62578.18 37247.45| Result = 612120472051.098145
divide 96302.03 52681.03| Result = 631134364690.303955
minus 50220.28 36123.42| Result = 540402826501.822510
divide -98865.81 -65605.18| Result = 586379596652.705811
minus -32447.9 -32189.43| Result = 606525918386.860352
minus -44058.68 87508.04| Result = 612120340484.378174
plus -87589.89 15864.38| Result = 631134292964.793945
divide 8954.32 2006.49| Result = 540402826506.285217
plus -14899.97 63767.59| Result = 586379645520.325806
minus 46676.77 -12763.09| Result = 606525977826.720337
multiply 53429.25 38969.86| Result = 614202470876.783203
add_sq 10314.45 79562.74| Result = 637570910439.904053
minus -78620.42 -60807.46| Result = 540402808693.325195
minus -76191.64 -57315.69| Result = 586379626644.375854
divide -86037.21 69602.1| Result = 606525977825.484253
add_sq 31855.97 80917.02| Result = 621764837827.104492
multiply 55113.57 -53918.57| Result = 634599265557.909180
minus 40127.88 -1417.33| Result = 540402850238.535217
minus 73608.24 60982.78| Result = 586379639269.835815
plus 90604.53 -11463.39| Result = 606526056966.624268
multiply -3439.54 9736.63| Result = 621731348298.754272
plus -50531.17 -47322.54| Result = 634599167704.199219
divide -76213.84 -1698.58| Result = 586379639314.704956
sq_add -91570.32 2797.92| Result = 614406595968.384277
multiply -34069.67 -83226.67| Result = 671427333018.772827
add_sq 74916.18 90003.66| Result = 635444441137.942261
divide 85531.69 -23488.69| Result = 634599167700.557861
divide 93590.71 -24364.85| Result = 586379639310.863770
divide -1394.36 40346.23| Result = 614406595968.349731
divide 94713.89 -959.14| Result = 635444441039.193481
plus 90040.55 40026.75| Result = 671427463086.072876
plus -72666.78 -5091.68| Result = 634599089942.097900
sq_add -54717.58 62953.83| Result = 586447475124.926270
plus -79619.14 -21494.19| Result = 614406494855.019775
sq_add -17010.77 -42436.48| Result = 638978416571.755981
plus 67935.17 45495.56| Result = 671427576516.802856
divide 45136.06 96057.59| Result = 634599089942.567749
add_sq -28016.74 -48582.86| Result = 589592707130.933472
minus -73808.34 -2192.09| Result = 614406423238.769775
multiply 88748.15 -97973.75| Result = 630283427510.693481
sq_add 69251.08 -66379.57| Result = 540411095808.215332
sq_add -16755.69 11423.95| Result = 671456003968.230469
multiply 74553.0 71933.41| Result = 639961941458.297729
add_sq 89280.04 -92764.27| Result = 606168842461.968018
multiply -48598.65 76614.0| Result = 610683086267.669800
multiply 72758.67 58733.42| Result = 634556793034.444824
minus -69083.27 -72096.63| Result = 540411098821.575317
add_sq 11063.31 97687.9| Result = 681121326602.796509
multiply 85018.21 15936.23| Result = 641316811207.046021
multiply 91411.05 32052.77| Result = 609098819823.076538
add_sq 35596.35 15701.78| Result = 636070439062.935669
multiply 99111.05 42040.91| Result = 614849805000.725342
minus 57981.73 44785.42| Result = 540411112017.885315
multiply 70922.57 -92505.03| Result = 674560632137.269409
add_sq -72190.74 22152.08| Result = 647019028797.119995
multiply -7529.16 85264.5| Result = 608456849760.256592
divide 77873.75 -84921.11| Result = 636070439062.018677
add_sq 65049.8 2253.84| Result = 544647668292.670898
plus 57844.84 -14637.29| Result = 674560675344.819458
add_sq -41716.25 88865.65| Result = 656656378061.104980
add_sq -89795.1 94172.11| Result = 625388396046.118652
minus 59311.35 26025.85| Result = 636070472347.518677
add_sq -91800.15 7183.33| Result = 553126536062.582275
add_sq -45242.21 -90963.71| Result = 684881929447.467651
multiply 40571.87 -75709.63| Result = 653584696794.996826
sq_add -21161.58 -49297.59| Result = 619814299637.814209
divide -36214.68 -29033.43| Result = 625388396047.365967
add_sq 88526.15 93734.09| Result = 652693431209.469238
divide -75247.27 -64279.57| Result = 553126536063.752930
multiply 4377.51 -79955.47| Result = 684531923577.987915
multiply -1655.3 35636.48| Result = 653525707729.652832
sq_add 17203.76 -62487.71| Result = 621864935765.416748
plus -75604.95 81555.2| Result = 625388401997.615967
add_sq 42586.05 -64360.28| Result = 658649248505.750122
sq_add -49292.15 2604.06| Result = 628679195585.767578
sq_add 52662.64 73069.29| Result = 568935054285.277832
add_sq -68933.48 15541.74| Result = 689525293925.125854
plus -43763.27 -97524.59| Result = 653525566441.792847
minus -23506.49 88655.53| Result = 621864823603.396729
sq_add -31697.67 -59286.0| Result = 633666430204.284912
plus -9176.18 67529.83| Result = 658649306859.400146
multiply -97332.91 98598.76| Result = 619082291352.575928
add_sq 60725.15 8304.61| Result = 572691564675.052490
minus -36910.72 -41517.01| Result = 689525298531.415894
divide 46150.94 45827.17| Result = 653525566442.799927
divide -24316.38 -93323.93| Result = 621864823603.657227
minus -44946.68 -6891.87| Result = 658649268804.590088
sq_add 21491.03 -24515.8| Result = 633675579437.837769
minus -94952.6 -28309.08| Result = 572691498031.532471
multiply -35728.37 -88836.51| Result = 692699282230.204590
minus -93372.03 -47722.7| Result = 653525520793.469971
minus -21672.63 -85594.31| Result = 621864887525.337280
divide -5517.08 -91837.42| Result = 658649268804.650146
plus 55796.25 32039.53| Result = 633675667273.617798
sq_add -10788.88 53775.74| Result = 574539368164.192017
multiply -21003.85 47871.52| Result = 691693796004.852539
minus 16602.76 -770.89| Result = 621864904898.987305
add_sq -60448.32 -46963.22| Result = 659385064217.060791
plus 23623.96 47011.39| Result = 658649339440.000122
multiply -22221.56 91402.24| Result = 631644566913.323364
multiply -8343.72 -75270.62| Result = 575167405141.698364
minus 56182.5 34097.29| Result = 691693818090.062500
plus 5401.98 92576.27| Result = 659385162195.310791
add_sq 60113.37 1947.56| Result = 662266749682.710571
plus -4123.38 -19013.14| Result = 621864881762.467285
add_sq 62496.38 -75181.38| Result = 641202604325.132202
add_sq 17213.38 -76128.9| Result = 581259315007.932739
sq_add 80564.1 -91079.66| Result = 691804395092.176147
sq_add 52719.67 -89722.92| Result = 663635990193.273071
sq_add -14716.39 37030.32| Result = 659883073667.355713
multiply -34197.06 -40793.87| Result = 623259912182.489502
add_sq 8681.11 -92666.36| Result = 649865020271.613892
multiply 65004.84 -99832.71| Result = 574769705667.616333
add_sq 4068.17 -94048.57| Result = 700666078618.369995
minus 18280.72 16874.09| Result = 663635991599.903076
minus 39127.38 17076.67| Result = 659883095718.065674
sq_add 29544.53 -99597.68| Result = 628167356007.411987
sq_add 95307.64 63838.41| Result = 675192485502.216431
minus 79080.6 99331.24| Result = 574769685416.976318
divide -71549.55 48655.78| Result = 700666078616.899414
minus -29043.65 21551.74| Result = 663635941004.513062
plus -45030.82 34290.58| Result = 659883084977.825684
sq_add -27833.32 -54254.27| Result = 681930857934.224487
minus 49359.03 42949.43| Result = 628167362417.011963
multiply -33301.38 36430.46| Result = 573556500824.941528
plus 14696.14 40648.31| Result = 700666133961.349365
plus -90999.71 -68162.99| Result = 521044718064.266052
add_sq 87977.31 -65943.33| Result = 675724470850.838013
minus -71473.95 49150.51| Result = 659882964353.365723
multiply 22006.5 16849.3| Result = 682301652054.674438
minus -58329.14 35038.87| Result = 628167269049.001953
multiply 18620.86 697.74| Result = 573569493343.797974
multiply 69402.14 -11251.56| Result = 699885251619.010986
add_sq -22933.02 46639.0| Result = 523745837791.586426
add_sq 49997.42 71528.87| Result = 683340592100.971313
plus -43475.05 -82623.71| Result = 659882838254.605713
add_sq 18347.48 24882.53| Result = 683257422376.225708
multiply 55113.81 -61448.27| Result = 624780620771.393311
sq_add -70868.77 -44045.78| Result = 586774847145.500488
add_sq -88757.07 -87847.31| Result = 715480218968.231934
multiply 1357.47 -69719.36| Result = 523651195851.967224
multiply 90295.96 69549.91| Result = 689620667992.334961
add_sq 41469.64 -43330.75| Result = 663480123191.897827
plus -69043.5 79790.92| Result = 683257433123.645752
divide -21788.43 -58415.0| Result = 624780620771.766357
multiply 63259.93 -1900.56| Result = 586654617852.939697
divide 68943.95 24474.96| Result = 715480218971.048828
divide -11406.52 87963.16| Result = 523651195851.837524
add_sq 56843.37 54716.68| Result = 695845751775.514282
divide 11233.81 1502.72| Result = 663480123199.373535
add_sq 8923.59 10157.24| Result = 683440233106.551392
minus -89642.38 18415.79| Result = 624780512713.596313
sq_add -37476.71 -51658.53| Result = 723425309980.906372
sq_add -98143.92 -72213.71| Result = 552672917951.054443
sq_add -50542.13 -73489.28| Result = 711229542442.102417
add_sq 39884.77 -65301.44| Result = 669335196143.400024
divide 73161.84 -61059.03| Result = 683440233105.353149
multiply 19021.98 -59829.83| Result = 623642430883.932861
divide -26920.88 54059.38| Result = 586654617852.441650
divide 31703.11 -58731.07| Result = 723425309980.366577
sq_add 54455.48 -12266.53| Result = 713009449944.204956
plus 21794.05 92092.63| Result = 552673031837.734497
add_sq 89287.74 86416.25| Result = 634522360130.946045
divide 52821.61 12301.49| Result = 669335196147.693970
sq_add -67827.49 -4676.66| Result = 688697084872.575684
add_sq 74311.98 -50723.62| Result = 594749773849.866455
plus -59554.3 6494.11| Result = 623642377823.742920
plus -11732.63 -76167.37| Result = 713009362044.204956
plus 43525.96 10019.81| Result = 723425363526.136597
add_sq -53582.73 -48710.59| Result = 557916862370.135498
plus -43036.05 -18680.03| Result = 669335134431.614014
plus 95940.98 79865.5| Result = 594749949656.346436
minus -89090.68 22490.07| Result = 688696973291.825684
divide -31470.84 -60095.19| Result = 623642377824.266602
sq_add 65494.55 -8688.08| Result = 716236337078.065796
multiply 57876.96 45470.88| Result = 726057079829.061401
minus -83527.59 14651.01| Result = 634522261952.346069
divide -15458.88 74937.55| Result = 557916862369.929199
divide 20247.16 72862.03| Result = 669335134431.891846
add_sq 23082.82 -7721.44| Result = 595342386871.172485
minus -40083.03 54960.95| Result = 688696878247.845703
add_sq 83892.65 28233.08| Result = 724071420608.374756
add_sq -8833.68 15734.91| Result = 726382701124.111938
add_sq -39640.66 81439.84| Result = 566120691834.390381
plus 34720.49 54453.74| Result = 623642466998.496582
minus -49206.19 92480.73| Result = 669334992744.971802
divide 59176.21 19557.41| Result = 688696878250.871460
sq_add -52113.33 -59171.27| Result = 736455682805.534790
minus -51888.67 85110.86| Result = 595342249871.642456
minus -43442.83 37504.02| Result = 726382620177.261963
multiply -46687.19 -27586.79| Result = 567408641540.610474
divide -52412.7 66123.62| Result = 623642466997.703979
minus -42253.47 -46293.21| Result = 595342253911.382446
add_sq -78008.02 -55111.37| Result = 678457507032.569092
multiply -12714.35 -92738.38| Result = 689875986472.624512
add_sq -84088.06 72961.37| Result = 748849846152.375244
plus -54391.19 62898.66| Result = 567408650048.080444
minus -55481.13 -88755.25| Result = 726382653451.381958
plus 37187.42 -38122.26| Result = 595342252976.542480
plus 15249.52 -77565.98| Result = 623642404681.244019
divide -42406.04 -27403.49| Result = 567408650049.627930
add_sq 87364.64 -70873.58| Result = 739038298115.727905
minus 85795.72 -3392.76| Result = 595342342165.022461
sq_add -60794.34 -57566.37| Result = 637651662352.948120
plus 37496.08 49810.23| Result = 567408737355.937988
add_sq -4501.23 2279.26| Result = 739063754213.388428
plus 76470.22 -38267.25| Result = 595342380367.992432
plus 7895.81 91665.77| Result = 567408836917.517944
sq_add -62811.09 -33491.08| Result = 748337862160.097290
add_sq -52548.96 50823.75| Result = 642996109114.092163
minus 75489.54 -35822.3| Result = 567408948229.357910
add_sq -33908.09 -89187.77| Result = 604446597253.013428
plus 16796.93 -71669.82| Result = 748337807287.207275
add_sq 81872.83 83448.38| Result = 656662901530.925415
sq_add 83987.68 47078.58| Result = 584587312739.745483
multiply 67074.48 95045.51| Result = 610821725412.598267
plus 53955.98 57661.78| Result = 656663013148.685425
add_sq -10035.72 -61580.25| Result = 752230650153.188232
divide -3415.35 63577.27| Result = 584587312739.691772
add_sq -61142.54 -93627.55| Result = 623326253729.252319
plus 28597.27 64171.0| Result = 656663105916.955444
sq_add -77277.72 -23403.15| Result = 762367287737.145142
divide -31888.24 -36375.34| Result = 584587312740.568359
sq_add 31406.6 -63763.43| Result = 624373218176.901245
plus 88871.27 -90120.23| Result = 656663104667.995483
minus 95728.84 62996.55| Result = 762367320469.435181
multiply -43751.62 30249.07| Result = 583263866924.574951
multiply 55280.04 48232.64| Result = 627039520445.406860
multiply -77279.15 -18646.57| Result = 658104095748.010986
sq_add -84557.81 -71980.31| Result = 607768049937.709351
add_sq -40037.39 26816.52| Result = 629361638788.329346
sq_add -14057.39 -65566.31| Result = 614107983539.399292
minus 25424.73 -71867.65| Result = 658104193040.390991
divide 27144.4 45040.3| Result = 629361638788.932007
multiply -53478.11 -92385.61| Result = 619048591353.396362
multiply -63863.71 85281.82| Result = 756920907048.682983
multiply 67731.18 23398.79| Result = 659689020697.663208
minus -15818.85 81133.13| Result = 629361541836.952026
add_sq -9731.1 -26946.36| Result = 619869391977.855957
plus -1314.21 66910.24| Result = 756920972644.713013
add_sq 60995.75 15755.77| Result = 663657746504.018555
add_sq 37151.25 -63864.67| Result = 625328303428.627319
multiply -35807.38 -56980.78| Result = 631401874279.108398
multiply 727.74 91884.04| Result = 756987840335.982666
add_sq -26216.94 25084.63| Result = 626644870033.827759
sq_add 57480.89 -58256.46| Result = 756988441844.807617
multiply -51763.02 -14246.94| Result = 690613451112.783325
sq_add 20023.31 67845.44| Result = 639122791505.670898
multiply 81575.67 -48382.79| Result = 630575403441.626709
sq_add -12890.31 51335.12| Result = 628122873449.763916
multiply 72252.87 96724.24| Result = 763977045783.376465
multiply -71042.3 42781.25| Result = 687574172715.908325
minus 60999.48 -19729.74| Result = 639122872234.890869
divide -43807.83 23580.78| Result = 630575403439.768921
sq_add -60266.42 57922.5| Result = 628128367410.730347
plus -75322.4 -92830.08| Result = 763976877630.896484
multiply 36369.55 39116.65| Result = 631998058397.776367
minus 11333.86 15301.99| Result = 628128363442.600342
minus 21801.58 -60697.58| Result = 639122954734.050903
plus 48787.34 6409.81| Result = 763976932828.046509
divide -26529.34 -90196.43| Result = 631998058398.070557
multiply -92547.71 12218.8| Result = 626997541483.652344
multiply -96327.19 -38831.91| Result = 642863523506.683838
multiply -39792.08 53180.48| Result = 761860770913.448120
add_sq 15461.96 -7353.09| Result = 632291198537.660278
add_sq -47829.09 -24177.8| Result = 629869729346.720459
add_sq 57068.86 -15267.39| Result = 646353471485.795532
plus 70870.27 -29480.47| Result = 761860812303.248169
divide -20216.18 -56629.18| Result = 632291198538.017212
add_sq 67326.31 83261.21| Result = 689922768141.449341
plus 5208.19 -93451.78| Result = 629869641103.130493
minus 99573.81 -1220.78| Result = 646353572280.385498
sq_add 54807.6 -12820.41| Result = 763623736427.344238
minus 11016.0 -99042.36| Result = 632291308596.377197
divide 64910.0 89187.98| Result = 689922768142.177124
multiply 53314.3 -83136.89| Result = 625437256008.603516
add_sq -15619.16 -62601.91| Result = 650516529575.139160
divide 79397.96 9548.62| Result = 763623736435.659302
minus 9465.64 -24827.94| Result = 632291342889.957153
plus -24239.99 65659.12| Result = 689922809561.307129
plus 12057.17 -62037.56| Result = 625437206028.213501
sq_add -35795.65 -15496.17| Result = 653147380374.051514
divide 3255.93 16180.55| Result = 763623736435.860474
sq_add 16052.44 60605.51| Result = 638167784188.159668
plus 39098.7 -76782.41| Result = 689922771877.597168
add_sq -49872.11 26579.36| Result = 628630895762.075195
sq_add -89379.59 66649.67| Result = 749366495415.581665
add_sq -75584.19 -57003.47| Result = 662109745744.048462
sq_add -9136.13 -36295.43| Result = 765687763079.894043
add_sq 55667.86 -43076.51| Result = 643122280538.919312
sq_add -45334.65 58146.54| Result = 690086916402.969238
minus 47000.03 -7481.35| Result = 628630950243.455200
divide -73946.22 -51394.14| Result = 749366495417.020508
multiply 68718.78 -46486.35| Result = 658915260485.395508
add_sq -16841.94 20439.01| Result = 766389167152.637695
multiply -53311.1 -50521.03| Result = 645815612221.352295
multiply -89533.8 -56216.37| Result = 695120181631.275269
add_sq 78516.32 79452.88| Result = 641108522890.092041
plus -77471.76 -32213.4| Result = 749366385731.860474
divide 82901.3 -63032.45| Result = 658915260484.080322
multiply 13119.42 90738.4| Result = 767579602332.365723
divide 54860.11 -46551.86| Result = 645815612220.173828
divide 85233.78 -11769.37| Result = 695120181624.033325
divide -89324.37 -64877.67| Result = 641108522891.468872
add_sq -52410.13 53635.13| Result = 754989934628.594238
multiply -13201.89 -95661.93| Result = 660178178761.128052
plus -44099.04 64061.06| Result = 767579622294.385742
multiply -24372.13 -927.39| Result = 645838214689.814575
multiply -80069.65 46943.74| Result = 691361412792.542358
add_sq 85772.9 14453.23| Result = 648674409123.311768
sq_add -39237.89 -46802.6| Result = 762392900548.034302
add_sq -72960.42 33335.74| Result = 666612673209.052002
minus -59998.98 62501.26| Result = 767579499794.145752
plus 76674.18 46707.8| Result = 645838338071.794556
multiply -4705.22 -39898.63| Result = 691549144624.390991
divide 60461.52 -29037.19| Result = 648674409121.229614
multiply -30646.36 -32813.94| Result = 763398528366.292725
divide -63129.51 25873.02| Result = 666612673206.612061
add_sq -28730.59 92759.3| Result = 777009234332.383911
multiply -49588.16 -78425.68| Result = 649727323239.743408
divide -17559.67 -8217.65| Result = 691549144626.527832
divide 63196.61 -70959.47| Result = 648674409120.338989
divide 60075.9 57996.64| Result = 763398528367.328613
add_sq 38911.5 8400.11| Result = 668197339886.874146
plus -83461.22 19864.92| Result = 649727259643.443359
plus -39369.19 -52939.94| Result = 777009142023.253906
add_sq 21517.05 91859.92| Result = 700450372969.636719
minus -97590.92 86825.9| Result = 648674224703.519043
divide 39280.29 6708.65| Result = 763398528373.183838
add_sq -24805.55 53878.04| Result = 671715498391.918213
minus 2372.79 -6843.6| Result = 649727268859.833374
divide -81095.55 -98165.28| Result = 777009142024.080078
multiply -39032.21 -22223.97| Result = 701317823633.710449
sq_add 16968.09 -25614.33| Result = 648748982169.656616
add_sq -92798.58 2622.12| Result = 772016980336.494629
minus -24683.57 -85057.75| Result = 671715558766.098267
multiply -85872.0 28462.08| Result = 647283173126.073364
minus 59231.26 -1036.49| Result = 777009202291.830078
add_sq -24379.51 65698.36| Result = 706228458648.240112
add_sq 87052.31 81869.23| Result = 663029657666.785645
minus -73135.71 -19116.09| Result = 772016926316.874634
plus 87062.93 24708.75| Result = 671715670537.778320
sq_add -26136.37 61995.53| Result = 648569052481.979004
multiply -84650.1 66747.5| Result = 771359019742.080078
sq_add 56932.06 65143.21| Result = 721130830193.812988
multiply -23707.65 48369.47| Result = 661882931201.340088
add_sq 42261.0 48207.64| Result = 776126894992.244263
minus 36650.83 -99081.41| Result = 671715806270.018311
divide 8565.65 -57034.37| Result = 771359019741.929932
minus -34772.23 92799.94| Result = 648568924909.808960
sq_add 3236.32 99532.43| Result = 731692246170.375488
multiply -69339.49 -78480.94| Result = 667324759555.660645
plus -866.19 -45719.71| Result = 776126848406.344238
multiply 37608.09 63515.8| Result = 674104514192.840332
add_sq -70589.87 32893.96| Result = 777423962093.028442
plus -91180.12 21697.1| Result = 648568855426.788940
minus -53666.93 -22536.58| Result = 667324728425.310669
plus -59018.95 32770.82| Result = 731692219922.245483
minus -44674.9 90394.65| Result = 776126713336.794189
sq_add -23280.6 -60154.0| Result = 681065846670.000366
sq_add -45422.14 12657.6| Result = 778497477174.440063
divide 17621.1 34640.79| Result = 663657746504.527222
sq_add 45272.72 22375.62| Result = 671901026330.066284
divide -63172.42 -47335.31| Result = 731692219923.580078
plus -35517.33 17396.2| Result = 776126695215.664185
plus 94409.46 -3208.59| Result = 681065937870.870361
sq_add 34251.77 -82352.48| Result = 780811155476.944214
sq_add -49979.09 -57402.83| Result = 660099732169.675293
minus 54036.21 -54909.92| Result = 671901135276.196289
multiply -61889.0 -74973.78| Result = 736332272194.000122
multiply 68052.43 29592.72| Result = 778140551721.973755
minus 79041.71 -85656.46| Result = 681066102569.040405
divide 43845.69 91393.72| Result = 780811155477.423950
sq_add 20174.99 -6537.27| Result = 660285719576.473633
sq_add 36848.65 -26092.74| Result = 672016824876.124390
add_sq -36301.13 33795.82| Result = 738792201682.749390
sq_add -54807.99 23715.86| Result = 779107272269.910645
add_sq 28933.27 -26363.06| Result = 682598247614.496948
multiply -37415.68 -15781.02| Result = 660876177170.867188
plus -57710.98 56317.44| Result = 672016823482.584351
multiply -58962.12 -30312.32| Result = 665445025153.845581
sq_add 41069.73 -32064.28| Result = 780892253607.126465
minus -76740.54 50471.78| Result = 682598120402.177002
sq_add 36267.47 -8561.73| Result = 661643785199.814819
minus -63217.78 9859.56| Result = 738792128605.409424
divide -92428.22 73854.74| Result = 672016823481.332886
add_sq -37278.93 95707.14| Result = 675994600422.770020
add_sq -28809.98 48827.79| Result = 784106421631.010986
add_sq 83923.64 -30837.92| Result = 690592275062.953003
divide 28529.9 42038.01| Result = 661643785200.493530
multiply 66165.22 71110.02| Result = 743497138722.913818
multiply -62246.6 16359.68| Result = 670998489024.244873
add_sq -67242.68 -693.92| Result = 783629331808.459473
sq_add 60818.76 -9890.47| Result = 678588291145.094116
add_sq 6101.83 39802.34| Result = 692213733661.777466
add_sq 9254.63 -86109.33| Result = 669144250089.979370
add_sq -47865.34 -11215.58| Result = 745914018730.965820
divide 71391.75 33227.9| Result = 783629331810.608032
divide 48429.51 19775.29| Result = 670998489026.693848
divide -95374.72 14609.11| Result = 678588291138.565674
plus -21266.45 96005.67| Result = 692213808400.997437
add_sq 35196.06 -99792.15| Result = 680341485931.125488
plus 70597.4 59667.45| Result = 745914148995.815796
plus -85615.31 27027.84| Result = 783629273223.138062
multiply -32799.33 26015.35| Result = 670145202976.978394
add_sq 67993.11 -71366.51| Result = 688304532895.617920
minus 93092.49 75739.48| Result = 692213825754.007446
minus 11381.51 -95501.41| Result = 680341592814.045532
divide 20342.96 -99691.39| Result = 745914148995.611694
sq_add -9718.79 40613.04| Result = 671099657660.040894
multiply 10936.93 34171.0| Result = 784480147466.041016
plus 25383.61 95963.0| Result = 688304654242.227905
minus 2245.03 -37256.05| Result = 687574212216.988281
add_sq -96305.73 -17549.39| Result = 680682432380.245850
divide 11810.07 92645.67| Result = 745914148995.739136
plus 93208.91 -70891.62| Result = 680341615131.335571
minus -64204.01 -54982.86| Result = 784480138244.890991
minus -75305.59 15864.91| Result = 688304563071.727905
minus -66784.65 39700.37| Result = 680682325895.225830
sq_add -90387.74 -76106.86| Result = 773634600824.899170
divide 25450.16 -23783.22| Result = 687574212215.918213
minus 8538.9 -89507.72| Result = 783629371269.758057
multiply -62444.93 -18380.15| Result = 785627885425.030518
divide 58520.13 -3536.07| Result = 680341615114.786133
divide 26965.47 -54697.36| Result = 680682325894.732788
sq_add -53657.68 67763.39| Result = 692412796808.611572
sq_add 8990.7 -59225.59| Result = 690097756389.230347
divide -42424.88 3894.87| Result = 785627885414.138062
divide -58246.27 1927.87| Result = 783629371239.545288
plus -845.79 -83121.98| Result = 680341531147.016113
multiply -36568.88 -17418.07| Result = 774271560136.560791
add_sq 97235.41 2156.38| Result = 690141700827.305298
minus -95470.15 98582.79| Result = 692412602755.671631
divide -6503.66 -8426.42| Result = 690097756390.002197
minus 71781.03 87527.17| Result = 785627869667.998047
plus 59827.75 3.44| Result = 783629431070.735229
minus -76985.18 -82099.15| Result = 774271565250.530762
divide -67411.82 82251.23| Result = 690141700826.485718
plus 91270.85 2326.25| Result = 680341624744.116089
sq_add 70128.76 -21164.73| Result = 694810078989.512573
add_sq 6113.98 97077.97| Result = 699559269400.763550
sq_add 55056.33 -45577.1| Result = 785717725469.390991
sq_add -5583.54 27299.11| Result = 688776129052.152832
add_sq 55970.58 -17347.41| Result = 777705203709.775269
divide -46194.04 57462.59| Result = 690141700825.681763
add_sq -58476.63 -74219.14| Result = 689269621742.612549
multiply -10853.72 -26885.96| Result = 695101891671.283813
multiply -28373.06 53487.28| Result = 784200127664.714233
multiply -88549.77 -2621.5| Result = 699791402622.818604
sq_add -27386.56 25136.96| Result = 688781189752.312866
divide -38305.77 -4836.58| Result = 777705203717.695312
divide 99885.19 59814.85| Result = 690141700827.351685
plus 69104.76 18426.42| Result = 689269709273.792603
sq_add 40907.01 -44000.61| Result = 695111462032.243774
multiply 26806.92 48802.74| Result = 785508378811.675049
multiply -49769.29 32203.72| Result = 698188646343.059814
minus 80620.03 -88508.35| Result = 688781358880.692871
minus 44266.51 93732.99| Result = 777705154251.215332
add_sq 81519.41 -99091.18| Result = 706606176987.892212
minus -73059.21 -7833.15| Result = 689269644047.732544
add_sq -37281.42 91642.56| Result = 704899725112.813721
divide 18360.79 1086.29| Result = 785508378828.577393
divide 7358.69 25916.37| Result = 698188646343.343750
minus 50574.53 63539.96| Result = 688781345915.262817
add_sq 44724.59 10240.79| Result = 779810316981.707520
add_sq -49707.3 78145.27| Result = 715183675884.555054
plus 92247.04 19124.55| Result = 689269755419.322510
add_sq 99287.28 -29318.7| Result = 715617275252.302124
plus 91920.08 -22332.67| Result = 785508448415.987427
sq_add 71869.5 50600.19| Result = 713187471312.039795
minus -75693.36 -87674.29| Result = 779810328962.637573
divide -99581.76 -76264.32| Result = 715183675885.860840
multiply 51698.25 -75080.26| Result = 685388237367.777466
sq_add 60188.19 -10171.45| Result = 718118949532.529785
plus -30988.55 38125.64| Result = 785508455553.077393
multiply -20485.21 -19450.95| Result = 713585928107.489258
divide 56465.21 52075.13| Result = 779810328963.721924
minus -86715.42 -71199.24| Result = 715183660369.680786
add_sq 4564.8 -46742.85| Result = 687593968792.939941
multiply 75025.11 -54320.63| Result = 781433044312.058105
multiply 83041.48 -44026.33| Result = 709929916505.320801
plus -26265.99 -55123.18| Result = 718118868143.359741
divide -33598.08 -33429.91| Result = 688781345916.267822
multiply -64986.1 -81938.81| Result = 720508544070.221802
divide 17700.69 -78356.78| Result = 779810328963.495972
add_sq -75737.4 49118.84| Result = 789581858513.763672
add_sq -53902.51 34274.6| Result = 714010145294.780884
divide 83235.5 -57550.45| Result = 688781345914.821533
add_sq 1809.2 -15415.27| Result = 687834872546.752808
sq_add -17849.4 18306.42| Result = 720508752937.502197
divide 46725.58 31663.99| Result = 779810328964.971680
minus 63312.21 -97065.28| Result = 718119028520.849731
divide -10332.03 -1929.78| Result = 714010145300.134888
divide 76262.89 -29974.91| Result = 688781345912.277344
add_sq -69423.65 -65706.55| Result = 696971866438.977783
plus -17979.17 87262.83| Result = 720508822221.162231
multiply 47781.16 78262.52| Result = 783549802955.094849
multiply 26917.43 -68270.56| Result = 716281360500.988892
minus -29897.91 83118.41| Result = 714010032283.814941
sq_add -37848.21 79065.45| Result = 698670727312.195435
add_sq 20223.45 -7822.95| Result = 720979008697.767212
add_sq 55708.27 81994.79| Result = 793376359888.631836
plus 5617.52 -15680.12| Result = 783629421008.135254
minus -59815.43 1735.26| Result = 688781284361.587402
multiply -90086.78 42189.36| Result = 785781154921.102905
sq_add -38120.6 -21983.31| Result = 717622512281.103027
sq_add -7476.4 -23479.43| Result = 699628990723.184326
multiply 53262.91 -32004.51| Result = 719274355362.043091
add_sq 30438.92 91964.75| Result = 698165327454.916260
add_sq 54971.78 -24021.09| Result = 787228330369.291748
add_sq 75691.93 -1618.4| Result = 723354399766.787964
plus 1567.49 23598.19| Result = 793376385054.311890
divide -42030.34 -27928.88| Result = 699628990724.689209
plus -37547.04 70823.16| Result = 785781188197.222900
multiply 76590.06 -54827.99| Result = 693966048411.136841
sq_add -99879.0 -22952.32| Result = 802315863542.234131
divide 61951.68 -30299.22| Result = 723354399764.743286
plus -32781.55 98873.18| Result = 716281426592.618896
plus -82070.71 17269.37| Result = 793376320252.971924
minus 3687.41 67775.29| Result = 785781124109.342896
sq_add 90644.81 44212.07| Result = 717815368808.023560
sq_add -92560.78 -4513.11| Result = 703389388530.868896
plus -87808.34 -67225.74| Result = 802315708508.154175
add_sq -98182.72 -44040.66| Result = 734933826004.577271
plus -75487.0 37853.03| Result = 793376282619.001953
multiply -33463.2 73870.56| Result = 783309178785.950928
sq_add -63081.62 24510.15| Result = 719303127105.984497
multiply -46899.45 -15161.93| Result = 704100474708.807373
add_sq 62233.1 65978.16| Result = 743159902337.172852
multiply 39770.43 -10979.91| Result = 792939606876.940674
